YEAR,REGION,AGE_GROUP,AGE_GROUP_INSEE,GENDER,PATH_CATEGORY_NAME,NB_ETUDIANTS,NB_INSCRITS_TOUS_GENRES,POPULATION_INSEE,NB_DEPARTMENTS,TOTAL_ETU_REGION,TOTAL_INSEE_REGION,PCT_FEMMES_ETU,PCT_FEMMES_INSEE,GAP_FEMMES_PCT
2024,Grand Est,35-39 ans,20-39 ans,F,Data,1,15,1913512,1,50,26036676,14.00,37.63,-23.63
2024,Grand Est,35-39 ans,20-39 ans,M,Data,11,15,1954517,1,50,26036676,14.00,37.63,-23.63
2024,Grand Est,40-44 ans,40-59 ans,M,Data,3,3,2104945,1,50,26036676,14.00,37.63,-23.63
2024,Grand Est,45-49 ans,40-59 ans,M,Data,6,9,2104945,1,50,26036676,14.00,37.63,-23.63
2024,Grand Est,50-54 ans,40-59 ans,F,Data,1,3,2144780,1,50,26036676,14.00,37.63,-23.63
2024,Grand Est,50-54 ans,40-59 ans,M,Data,1,3,2104945,1,50,26036676,14.00,37.63,-23.63
2024,Grand Est,55-59 ans,40-59 ans,M,Data,1,1,2104945,1,50,26036676,14.00,37.63,-23.63
2024,Hauts-de-France,20-24 ans,20-39 ans,M,Data,8,8,2151765,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,25-29 ans,20-39 ans,F,Data,1,14,2167143,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,25-29 ans,20-39 ans,M,Data,12,14,2151765,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,30-34 ans,20-39 ans,F,Data,2,10,2167143,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,30-34 ans,20-39 ans,M,Data,6,10,2151765,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,35-39 ans,20-39 ans,F,Data,2,11,2167143,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,35-39 ans,20-39 ans,M,Data,7,11,2151765,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,40-44 ans,40-59 ans,M,Data,2,2,2253624,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,45-49 ans,40-59 ans,M,Data,5,6,2253624,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,50-54 ans,40-59 ans,M,Data,3,4,2253624,1,51,24122985,9.80,26.95,-17.15
2024,Hauts-de-France,55-59 ans,40-59 ans,M,Data,3,3,2253624,1,51,24122985,9.80,26.95,-17.15
2024,Normandie,20-24 ans,20-39 ans,M,Data,3,3,1122846,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,25-29 ans,20-39 ans,M,Data,2,2,1122846,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,30-34 ans,20-39 ans,F,Data,1,5,1108098,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,30-34 ans,20-39 ans,M,Data,3,5,1122846,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,35-39 ans,20-39 ans,F,Data,3,7,1108098,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,35-39 ans,20-39 ans,M,Data,2,7,1122846,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,40-44 ans,40-59 ans,F,Data,1,3,1269342,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,40-44 ans,40-59 ans,M,Data,2,3,1230855,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,45-49 ans,40-59 ans,F,Data,1,2,1269342,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,50-54 ans,40-59 ans,F,Data,1,2,1269342,1,20,12977316,35.00,46.42,-11.42
2024,Normandie,50-54 ans,40-59 ans,M,Data,1,2,1230855,1,20,12977316,35.00,46.42,-11.42
2024,Nouvelle-Aquitaine,20-24 ans,20-39 ans,F,Data,2,5,1992938,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,20-24 ans,20-39 ans,M,Data,3,5,2001520,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,25-29 ans,20-39 ans,F,Data,3,16,1992938,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,25-29 ans,20-39 ans,M,Data,13,16,2001520,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,30-34 ans,20-39 ans,F,Data,3,14,1992938,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,30-34 ans,20-39 ans,M,Data,11,14,2001520,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,35-39 ans,20-39 ans,F,Data,4,11,1992938,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,35-39 ans,20-39 ans,M,Data,5,11,2001520,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,40-44 ans,40-59 ans,F,Data,4,7,2455123,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,40-44 ans,40-59 ans,M,Data,3,7,2353741,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,45-49 ans,40-59 ans,M,Data,2,3,2353741,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,50-54 ans,40-59 ans,F,Data,2,7,2455123,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,50-54 ans,40-59 ans,M,Data,5,7,2353741,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,55-59 ans,40-59 ans,F,Data,1,2,2455123,1,62,32758165,30.65,46.82,-16.17
2024,Nouvelle-Aquitaine,55-59 ans,40-59 ans,M,Data,1,2,2353741,1,62,32758165,30.65,46.82,-16.17
2024,Occitanie,20-24 ans,20-39 ans,M,Data,3,3,2060366,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,25-29 ans,20-39 ans,F,Data,2,12,2067151,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,25-29 ans,20-39 ans,M,Data,7,12,2060366,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,30-34 ans,20-39 ans,F,Data,6,18,2067151,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,30-34 ans,20-39 ans,M,Data,11,18,2060366,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,35-39 ans,20-39 ans,F,Data,3,9,2067151,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,35-39 ans,20-39 ans,M,Data,5,9,2060366,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,40-44 ans,40-59 ans,F,Data,3,8,2377619,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,40-44 ans,40-59 ans,M,Data,4,8,2268842,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,45-49 ans,40-59 ans,M,Data,2,2,2268842,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,50-54 ans,40-59 ans,F,Data,1,3,2377619,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,50-54 ans,40-59 ans,M,Data,2,3,2268842,1,50,28273523,30.00,38.75,-8.75
2024,Occitanie,55-59 ans,40-59 ans,M,Data,1,1,2268842,1,50,28273523,30.00,38.75,-8.75
2024,Pays de la Loire,20-24 ans,20-39 ans,M,Data,1,1,1351857,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,25-29 ans,20-39 ans,F,Data,1,8,1322715,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,25-29 ans,20-39 ans,M,Data,4,8,1351857,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,30-34 ans,20-39 ans,F,Data,4,8,1322715,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,30-34 ans,20-39 ans,M,Data,3,8,1351857,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,35-39 ans,20-39 ans,M,Data,1,2,1351857,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,40-44 ans,40-59 ans,F,Data,2,4,1498308,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,40-44 ans,40-59 ans,M,Data,2,4,1487337,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,45-49 ans,40-59 ans,M,Data,1,1,1487337,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,50-54 ans,40-59 ans,F,Data,1,1,1498308,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,55-59 ans,40-59 ans,F,Data,1,2,1498308,1,22,17009793,40.91,41.98,-1.07
2024,Pays de la Loire,55-59 ans,40-59 ans,M,Data,1,2,1487337,1,22,17009793,40.91,41.98,-1.07
2024,Provence-Alpes-Côte d'Azur,25-29 ans,20-39 ans,F,Data,7,11,1753263,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,25-29 ans,20-39 ans,M,Data,3,11,1703865,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,30-34 ans,20-39 ans,F,Data,1,11,1753263,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,30-34 ans,20-39 ans,M,Data,9,11,1703865,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,35-39 ans,20-39 ans,F,Data,1,12,1753263,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,35-39 ans,20-39 ans,M,Data,9,12,1703865,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,40-44 ans,40-59 ans,F,Data,2,4,2066304,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,40-44 ans,40-59 ans,M,Data,2,4,1939461,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,45-49 ans,40-59 ans,F,Data,2,5,2066304,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,45-49 ans,40-59 ans,M,Data,3,5,1939461,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,50-54 ans,40-59 ans,F,Data,1,4,2066304,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,50-54 ans,40-59 ans,M,Data,3,4,1939461,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,55-59 ans,40-59 ans,F,Data,1,3,2066304,1,46,26394444,32.61,51.24,-18.63
2024,Provence-Alpes-Côte d'Azur,55-59 ans,40-59 ans,M,Data,2,3,1939461,1,46,26394444,32.61,51.24,-18.63
2024,Île-de-France,20-24 ans,20-39 ans,F,Data,4,16,5355147,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,20-24 ans,20-39 ans,M,Data,12,16,5098404,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,25-29 ans,20-39 ans,F,Data,33,92,5355147,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,25-29 ans,20-39 ans,M,Data,57,92,5098404,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,30-34 ans,20-39 ans,F,Data,30,79,5355147,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,30-34 ans,20-39 ans,M,Data,39,79,5098404,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,35-39 ans,20-39 ans,F,Data,21,67,5355147,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,35-39 ans,20-39 ans,M,Data,35,67,5098404,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,40-44 ans,40-59 ans,F,Data,8,41,4923237,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,40-44 ans,40-59 ans,M,Data,25,41,4740630,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,45-49 ans,40-59 ans,F,Data,10,27,4923237,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,45-49 ans,40-59 ans,M,Data,16,27,4740630,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,50-54 ans,40-59 ans,F,Data,2,15,4923237,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,50-54 ans,40-59 ans,M,Data,10,15,4740630,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,55-59 ans,40-59 ans,F,Data,1,7,4923237,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,55-59 ans,40-59 ans,M,Data,2,7,4740630,1,306,84011133,35.62,48.94,-13.32
2024,Île-de-France,60 ans ou plus,60+ ans,M,Data,1,1,3541461,1,306,84011133,35.62,48.94,-13.32
2023,Auvergne-Rhône-Alpes,20-24 ans,20-39 ans,F,Data,1,3,2928450,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,20-24 ans,20-39 ans,M,Data,2,3,2924745,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,25-29 ans,20-39 ans,F,Data,2,16,2928450,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,25-29 ans,20-39 ans,M,Data,8,16,2924745,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,30-34 ans,20-39 ans,F,Data,6,23,2928450,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,30-34 ans,20-39 ans,M,Data,9,23,2924745,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,35-39 ans,20-39 ans,F,Data,4,14,2928450,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,35-39 ans,20-39 ans,M,Data,6,14,2924745,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,40-44 ans,40-59 ans,F,Data,2,16,3199350,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,40-44 ans,40-59 ans,M,Data,7,16,3144360,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,45-49 ans,40-59 ans,M,Data,5,7,3144360,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,50-54 ans,40-59 ans,M,Data,1,3,3144360,1,54,38980194,27.78,38.26,-10.48
2023,Auvergne-Rhône-Alpes,60 ans ou plus,60+ ans,M,Data,1,1,2934984,1,54,38980194,27.78,38.26,-10.48
2023,Bourgogne-Franche-Comté,25-29 ans,20-39 ans,M,Data,4,4,935599,1,15,8059386,20.00,24.82,-4.82
2023,Bourgogne-Franche-Comté,30-34 ans,20-39 ans,F,Data,2,5,900817,1,15,8059386,20.00,24.82,-4.82
2023,Bourgogne-Franche-Comté,30-34 ans,20-39 ans,M,Data,2,5,935599,1,15,8059386,20.00,24.82,-4.82
2023,Bourgogne-Franche-Comté,35-39 ans,20-39 ans,M,Data,2,2,935599,1,15,8059386,20.00,24.82,-4.82
2023,Bourgogne-Franche-Comté,40-44 ans,40-59 ans,M,Data,1,1,1084059,1,15,8059386,20.00,24.82,-4.82
2023,Bourgogne-Franche-Comté,45-49 ans,40-59 ans,F,Data,1,2,1099595,1,15,8059386,20.00,24.82,-4.82
2023,Bourgogne-Franche-Comté,45-49 ans,40-59 ans,M,Data,1,2,1084059,1,15,8059386,20.00,24.82,-4.82
2023,Bourgogne-Franche-Comté,55-59 ans,40-59 ans,M,Data,2,2,1084059,1,15,8059386,20.00,24.82,-4.82
2023,Bretagne,25-29 ans,20-39 ans,M,Data,4,10,1132680,1,13,11064201,30.77,31.89,-1.12
2023,Bretagne,30-34 ans,20-39 ans,F,Data,2,7,1098948,1,13,11064201,30.77,31.89,-1.12
2023,Bretagne,30-34 ans,20-39 ans,M,Data,1,7,1132680,1,13,11064201,30.77,31.89,-1.12
2023,Bretagne,35-39 ans,20-39 ans,F,Data,1,4,1098948,1,13,11064201,30.77,31.89,-1.12
2023,Bretagne,40-44 ans,40-59 ans,M,Data,1,5,1317546,1,13,11064201,30.77,31.89,-1.12
2023,Bretagne,45-49 ans,40-59 ans,F,Data,1,3,1330761,1,13,11064201,30.77,31.89,-1.12
2023,Bretagne,45-49 ans,40-59 ans,M,Data,1,3,1317546,1,13,11064201,30.77,31.89,-1.12
2023,Bretagne,50-54 ans,40-59 ans,M,Data,1,3,1317546,1,13,11064201,30.77,31.89,-1.12
2023,Bretagne,55-59 ans,40-59 ans,M,Data,1,1,1317546,1,13,11064201,30.77,31.89,-1.12
2023,Centre-Val-de-Loire,20-24 ans,20-39 ans,M,Data,2,2,828057,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,25-29 ans,20-39 ans,F,Data,1,8,828660,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,25-29 ans,20-39 ans,M,Data,5,8,828057,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,30-34 ans,20-39 ans,F,Data,2,6,828660,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,30-34 ans,20-39 ans,M,Data,2,6,828057,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,35-39 ans,20-39 ans,F,Data,1,2,828660,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,35-39 ans,20-39 ans,M,Data,1,2,828057,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,45-49 ans,40-59 ans,M,Data,2,3,974076,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,50-54 ans,40-59 ans,M,Data,1,1,974076,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,55-59 ans,40-59 ans,M,Data,1,1,974076,1,19,9762864,21.05,25.46,-4.41
2023,Centre-Val-de-Loire,60 ans ou plus,60+ ans,M,Data,1,1,1042428,1,19,9762864,21.05,25.46,-4.41
2023,DROM,35-39 ans,20-39 ans,F,Data,1,3,836787,5,5,4100505,60.00,64.44,-4.44
2023,DROM,35-39 ans,20-39 ans,M,Data,1,3,684198,5,5,4100505,60.00,64.44,-4.44
2023,DROM,40-44 ans,40-59 ans,F,Data,1,1,902811,5,5,4100505,60.00,64.44,-4.44
2023,DROM,45-49 ans,40-59 ans,F,Data,1,1,902811,5,5,4100505,60.00,64.44,-4.44
2023,DROM,50-54 ans,40-59 ans,M,Data,1,1,773898,5,5,4100505,60.00,64.44,-4.44
2023,Grand Est,20-24 ans,20-39 ans,M,Data,1,2,1953857,1,33,19941944,21.21,28.87,-7.66
2023,Grand Est,25-29 ans,20-39 ans,F,Data,4,14,1919291,1,33,19941944,21.21,28.87,-7.66
2023,Grand Est,25-29 ans,20-39 ans,M,Data,6,14,1953857,1,33,19941944,21.21,28.87,-7.66
2023,Grand Est,30-34 ans,20-39 ans,F,Data,1,15,1919291,1,33,19941944,21.21,28.87,-7.66
2023,Grand Est,30-34 ans,20-39 ans,M,Data,10,15,1953857,1,33,19941944,21.21,28.87,-7.66
2023,Grand Est,35-39 ans,20-39 ans,F,Data,2,7,1919291,1,33,19941944,21.21,28.87,-7.66
2023,Grand Est,35-39 ans,20-39 ans,M,Data,3,7,1953857,1,33,19941944,21.21,28.87,-7.66
2023,Grand Est,40-44 ans,40-59 ans,M,Data,4,5,2122881,1,33,19941944,21.21,28.87,-7.66
2023,Grand Est,50-54 ans,40-59 ans,M,Data,1,2,2122881,1,33,19941944,21.21,28.87,-7.66
2023,Grand Est,55-59 ans,40-59 ans,M,Data,1,2,2122881,1,33,19941944,21.21,28.87,-7.66
2023,Hauts-de-France,20-24 ans,20-39 ans,F,Data,1,4,2172168,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,20-24 ans,20-39 ans,M,Data,2,4,2155761,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,25-29 ans,20-39 ans,F,Data,4,12,2172168,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,25-29 ans,20-39 ans,M,Data,6,12,2155761,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,30-34 ans,20-39 ans,F,Data,5,19,2172168,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,30-34 ans,20-39 ans,M,Data,9,19,2155761,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,35-39 ans,20-39 ans,F,Data,3,14,2172168,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,35-39 ans,20-39 ans,M,Data,5,14,2155761,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,40-44 ans,40-59 ans,F,Data,2,7,2312748,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,40-44 ans,40-59 ans,M,Data,4,7,2266596,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,45-49 ans,40-59 ans,F,Data,1,4,2312748,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,45-49 ans,40-59 ans,M,Data,2,4,2266596,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,50-54 ans,40-59 ans,F,Data,2,7,2312748,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,50-54 ans,40-59 ans,M,Data,2,7,2266596,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,55-59 ans,40-59 ans,M,Data,1,1,2266596,1,50,35317200,36.00,44.25,-8.25
2023,Hauts-de-France,60 ans ou plus,60+ ans,M,Data,1,1,2000856,1,50,35317200,36.00,44.25,-8.25
2023,Normandie,20-24 ans,20-39 ans,F,Data,1,1,1109709,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,25-29 ans,20-39 ans,M,Data,6,6,1119255,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,30-34 ans,20-39 ans,F,Data,2,7,1109709,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,30-34 ans,20-39 ans,M,Data,2,7,1119255,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,35-39 ans,20-39 ans,F,Data,2,7,1109709,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,35-39 ans,20-39 ans,M,Data,1,7,1119255,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,40-44 ans,40-59 ans,F,Data,1,4,1278108,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,40-44 ans,40-59 ans,M,Data,2,4,1240623,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,45-49 ans,40-59 ans,F,Data,2,4,1278108,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,45-49 ans,40-59 ans,M,Data,1,4,1240623,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,50-54 ans,40-59 ans,F,Data,1,4,1278108,1,23,14243085,39.13,50.29,-11.16
2023,Normandie,50-54 ans,40-59 ans,M,Data,2,4,1240623,1,23,14243085,39.13,50.29,-11.16
2023,Nouvelle-Aquitaine,20-24 ans,20-39 ans,M,Data,2,3,1987009,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,25-29 ans,20-39 ans,M,Data,10,13,1987009,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,30-34 ans,20-39 ans,F,Data,5,21,1985319,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,30-34 ans,20-39 ans,M,Data,9,21,1987009,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,35-39 ans,20-39 ans,F,Data,1,6,1985319,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,35-39 ans,20-39 ans,M,Data,2,6,1987009,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,40-44 ans,40-59 ans,F,Data,3,7,2460385,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,40-44 ans,40-59 ans,M,Data,1,7,2358780,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,45-49 ans,40-59 ans,F,Data,3,8,2460385,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,45-49 ans,40-59 ans,M,Data,4,8,2358780,1,42,24017389,33.33,47.26,-13.93
2023,Nouvelle-Aquitaine,50-54 ans,40-59 ans,F,Data,2,5,2460385,1,42,24017389,33.33,47.26,-13.93
2023,Occitanie,20-24 ans,20-39 ans,M,Data,1,1,2040626,1,27,21889805,25.93,41.97,-16.04
2023,Occitanie,25-29 ans,20-39 ans,M,Data,3,11,2040626,1,27,21889805,25.93,41.97,-16.04
2023,Occitanie,30-34 ans,20-39 ans,F,Data,4,17,2052639,1,27,21889805,25.93,41.97,-16.04
2023,Occitanie,30-34 ans,20-39 ans,M,Data,7,17,2040626,1,27,21889805,25.93,41.97,-16.04
2023,Occitanie,35-39 ans,20-39 ans,M,Data,2,4,2040626,1,27,21889805,25.93,41.97,-16.04
2023,Occitanie,40-44 ans,40-59 ans,F,Data,1,8,2377808,1,27,21889805,25.93,41.97,-16.04
2023,Occitanie,40-44 ans,40-59 ans,M,Data,4,8,2270619,1,27,21889805,25.93,41.97,-16.04
2023,Occitanie,45-49 ans,40-59 ans,M,Data,3,3,2270619,1,27,21889805,25.93,41.97,-16.04
2023,Occitanie,50-54 ans,40-59 ans,F,Data,1,1,2377808,1,27,21889805,25.93,41.97,-16.04
2023,Occitanie,55-59 ans,40-59 ans,F,Data,1,2,2377808,1,27,21889805,25.93,41.97,-16.04
2023,Pays de la Loire,25-29 ans,20-39 ans,F,Data,1,7,1314792,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,25-29 ans,20-39 ans,M,Data,3,7,1337523,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,30-34 ans,20-39 ans,M,Data,8,11,1337523,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,35-39 ans,20-39 ans,M,Data,3,9,1337523,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,40-44 ans,40-59 ans,F,Data,1,2,1497681,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,45-49 ans,40-59 ans,F,Data,1,5,1497681,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,45-49 ans,40-59 ans,M,Data,3,5,1485276,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,50-54 ans,40-59 ans,F,Data,1,3,1497681,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,50-54 ans,40-59 ans,M,Data,2,3,1485276,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,55-59 ans,40-59 ans,F,Data,1,2,1497681,1,25,15773913,20.00,46.31,-26.31
2023,Pays de la Loire,55-59 ans,40-59 ans,M,Data,1,2,1485276,1,25,15773913,20.00,46.31,-26.31
2023,Provence-Alpes-Côte d'Azur,20-24 ans,20-39 ans,M,Data,2,2,1696023,1,43,26039226,23.26,36.06,-12.81
2023,Provence-Alpes-Côte d'Azur,25-29 ans,20-39 ans,F,Data,2,14,1748502,1,43,26039226,23.26,36.06,-12.81
2023,Provence-Alpes-Côte d'Azur,25-29 ans,20-39 ans,M,Data,7,14,1696023,1,43,26039226,23.26,36.06,-12.81
2023,Provence-Alpes-Côte d'Azur,30-34 ans,20-39 ans,F,Data,4,22,1748502,1,43,26039226,23.26,36.06,-12.81
2023,Provence-Alpes-Côte d'Azur,30-34 ans,20-39 ans,M,Data,12,22,1696023,1,43,26039226,23.26,36.06,-12.81
2023,Provence-Alpes-Côte d'Azur,35-39 ans,20-39 ans,F,Data,1,8,1748502,1,43,26039226,23.26,36.06,-12.81
2023,Provence-Alpes-Côte d'Azur,35-39 ans,20-39 ans,M,Data,5,8,1696023,1,43,26039226,23.26,36.06,-12.81
2023,Provence-Alpes-Côte d'Azur,40-44 ans,40-59 ans,F,Data,2,7,2072715,1,43,26039226,23.26,36.06,-12.81
2023,Provence-Alpes-Côte d'Azur,40-44 ans,40-59 ans,M,Data,2,7,1943421,1,43,26039226,23.26,36.06,-12.81
2023,Provence-Alpes-Côte d'Azur,45-49 ans,40-59 ans,M,Data,2,3,1943421,1,43,26039226,23.26,36.06,-12.81
